,equity,benchmark
2023-07-24,1071023.8536181464,1390133.768239962
2023-07-25,1071023.8536181464,1392750.8066961474
2023-07-26,1071023.8536181464,1399188.276968508
2023-07-27,1071023.8536181464,1394588.8190026355
2023-07-28,1071023.8536181464,1396991.5809956577
2023-07-31,1071023.8536181464,1406112.0952462903
2023-08-01,1071023.8536181464,1405465.0801407655
2023-08-02,1071023.8536181464,1389622.627916488
2023-08-03,1071023.8536181464,1382480.5084485859
2023-08-04,1071023.8536181464,1392231.4559296824
2023-08-07,1071023.8536181464,1397650.9922602086
2023-08-08,1071023.8536181464,1397065.7969607355
2023-08-09,1071023.8536181464,1401566.2466434783
2023-08-10,1071023.8536181464,1396290.9565270727
2023-08-11,1071023.8536181464,1389721.6361996178
2023-08-14,1071023.8536181464,1386869.7146782517
2023-08-16,1071023.8536181464,1389136.4409001446
2023-08-17,1071023.8536181464,1384949.1149746163
2023-08-18,1071023.8536181464,1381276.9540995182
2023-08-21,1071023.8536181464,1389054.0144920757
2023-08-22,1071023.8536181464,1393439.0350057066
2023-08-23,1071023.8536181464,1397148.2233688042
2023-08-24,1071023.8536181464,1395491.4847644363
2023-08-25,1071023.8536181464,1386482.2139668812
2023-08-28,1071023.8536181464,1390970.4284796761
2023-08-29,1071023.8536181464,1395256.6016992556
2023-08-30,1071023.8536181464,1398689.5328040603
2023-08-31,1071023.8536181464,1395009.3224750492
2023-09-01,1071023.8536181464,1407393.890287392
2023-09-04,1071023.8536181464,1416163.9313146537
2023-09-05,1071023.8536181464,1422028.602446567
2023-09-06,1071023.8536181464,1424707.4607088042
2023-09-07,1071023.8536181464,1433024.3174807655
2023-09-08,1071023.8536181464,1441427.6253877522
2023-09-11,1071023.8536181464,1455102.1986841878
2023-09-12,1071023.8536181464,1439210.483801963
2023-09-13,1071023.8536181464,1444667.0476204888
2023-09-14,1071023.8536181464,1450993.274439772
2023-09-15,1071023.8536181464,1456128.504058092
2023-09-18,1071023.8536181464,1451825.7489634515
2023-09-20,1071023.8536181464,1438287.211438145
2023-09-21,1071023.8536181464,1426265.352019121
2023-09-22,1071023.8536181464,1422745.808790213
2023-09-25,1071023.8536181464,1423714.3190850217
2023-09-26,1071023.8536181464,1424060.4456032794
2023-09-27,1071023.8536181464,1429405.7659687279
2023-09-28,1071023.8536181464,1415298.4540299308
2023-09-29,1071023.8536181464,1425366.8719733548
2023-10-03,1071023.8536181464,1422218.2475807567
2023-10-04,1071023.8536181464,1411395.5958056871
2023-10-05,1071023.8536181464,1417388.0922657384
2023-10-06,1071023.8536181464,1425449.2983814238
2023-10-09,1071023.8536181464,1411774.725084988
2023-10-10,1071023.8536181464,1426252.9558600949
2023-10-11,1071023.8536181464,1434825.3022992539
2023-10-12,1071023.8536181464,1435843.2362410885
2023-10-13,1071023.8536181464,1433424.0533620836
2023-10-16,1071023.8536181464,1433642.5155412818
2023-10-17,1071023.8536181464,1439799.7038283926
2023-10-18,1071023.8536181464,1429603.6215459087
2023-10-19,1071023.8536181464,1426842.3368756028
2023-10-20,1071023.8536181464,1418455.4498545986
2023-10-23,1071023.8536181464,1392074.813556536
2023-10-25,1071023.8536181464,1381532.6047557944
2023-10-26,1071023.8536181464,1364606.213067596
2023-10-27,1071023.8536181464,1381915.7587620518
2023-10-30,1071023.8536181464,1386914.9526092424
2023-10-31,1071023.8536181464,1384854.2924075215
2023-11-01,1071023.8536181464,1379236.9004998147
2023-11-02,1071023.8536181464,1392248.0378047433
2023-11-03,1071023.8536181464,1401327.177862263
2023-11-06,1071023.8536181464,1414387.738814217
2023-11-07,1071023.8536181464,1416728.6810011878
2023-11-08,1071023.8536181464,1422655.0109500745
2023-11-09,1071023.8536181464,1419292.1100943128
2023-11-10,1071023.8536181464,1422399.5212828768
2023-11-13,1071023.8536181464,1427509.9585831447
2023-11-15,1071023.8536181464,1443125.7381852327
2023-11-16,1071023.8536181464,1450136.0075980404
2023-11-17,1071023.8536181464,1450745.9952155654
2023-11-20,1071023.8536181464,1448532.878356733
2023-11-21,1071023.8536181464,1452979.7186764153
2023-11-22,1071023.8536181464,1452987.9291194065
2023-11-23,1071023.8536181464,1453952.414687259
2023-11-24,1071023.8536181464,1454290.3307625256
2023-11-28,1071023.8536181464,1462392.9110713236
2023-11-29,1071023.8536181464,1475770.6205074487
2023-11-30,1071023.8536181464,1482682.0426262051
2023-12-01,1071023.8536181464,1493183.1992119905
2023-12-04,1071023.8536181464,1520643.5892579393
2023-12-05,1071023.8536181464,1532187.472103611
2023-12-06,1071023.8536181464,1539725.302725875
2023-12-07,1071023.8536181464,1541691.1403605011
2023-12-08,1071023.8536181464,1541662.3233154926
2023-12-11,1071023.8536181464,1547160.1003380527
2023-12-12,1071023.8536181464,1540285.8666963745
2023-12-13,1071023.8536181464,1545614.605186762
2023-12-14,1071023.8536181464,1563946.270539087
2023-12-15,1071023.8536181464,1578057.768193919
2023-12-18,1071023.8536181464,1578923.2454786417
2023-12-19,1071023.8536181464,1580052.4228735536
2023-12-20,1071023.8536181464,1547922.5446126896
2023-12-21,1071023.8536181464,1561304.6007539278
2023-12-22,1071023.8536181464,1570610.413433637
2023-12-26,1071023.8536181464,1578370.8919511335
2023-12-27,1071023.8536181464,1590578.2107883126
2023-12-28,1071023.8536181464,1599010.496729386
2023-12-29,1071023.8536181464,1601475.0785284599
2024-01-02,1071023.8536181464,1600588.9946417199
2024-01-03,1071023.8536181464,1596364.641228192
2024-01-04,1071023.8536181464,1610715.0466751608
2024-01-05,1071023.8536181464,1614782.7577155423
2024-01-08,1071023.8536181464,1600531.1995626248
2024-01-09,1071023.8536181464,1603980.873531568
2024-01-10,1071023.8536181464,1608786.2365285344
2024-01-11,1071023.8536181464,1614267.592665112
2024-01-12,1071023.8536181464,1627558.850966212
2024-01-15,1071023.8536181464,1639094.5233688927
2024-01-16,1071023.8536181464,1634313.7917009003
2024-01-17,1071023.8536181464,1606292.837684452
2024-01-18,1071023.8536181464,1600292.2917704878
2024-01-19,1071023.8536181464,1616085.1593586612
2024-01-23,1071023.8536181464,1583118.620858083
2024-01-24,1071023.8536181464,1603276.0633469482
2024-01-25,1071023.8536181464,1598495.3316789558
2024-01-29,1071023.8536181464,1624760.5388079064
2024-01-30,1071023.8536181464,1613430.9324253977
2024-01-31,1071023.8536181464,1632215.9430221014
2024-02-01,1071023.8536181464,1630175.8894223976
2024-02-02,1071023.8536181464,1641175.790172631
2024-02-05,1071023.8536181464,1636452.6925946553
2024-02-06,1071023.8536181464,1651310.052649063
2024-02-07,1071023.8536181464,1657558.0387763123
2024-02-08,1071023.8536181464,1647502.016991914
2024-02-09,1071023.8536181464,1645354.7446660895
2024-02-12,1071023.8536181464,1621755.9996403502
2024-02-13,1071023.8536181464,1630633.420382811
2024-02-14,1071023.8536181464,1642123.6938654224
2024-02-15,1071023.8536181464,1651577.9384752868
2024-02-16,1071023.8536181464,1662120.3082651068
2024-02-20,1071023.8536181464,1670939.9339284722
2024-02-21,1071023.8536181464,1659103.533927603
2024-02-22,1071023.8536181464,1671933.0755522547
2024-02-23,1071023.8536181464,1674368.8403063202
2024-02-26,1071023.8536181464,1669612.9009563797
2024-02-27,1071023.8536181464,1672666.702781883
2024-02-28,1071023.8536181464,1650209.6922991597
2024-02-29,1071023.8536181464,1655950.72381897
2024-03-01,1071023.8536181464,1677360.9833148504
2024-03-04,1071023.8536181464,1684140.5553785122
2024-03-05,1071023.8536181464,1680015.0492590356
2024-03-06,1071023.8536181464,1679813.1689548981
2024-03-07,1071023.8536181464,1684367.2280007014
2024-03-11,1071023.8536181464,1672328.7867066164
2024-03-12,1071023.8536181464,1662656.079917554
2024-03-13,1071023.8536181464,1619374.0052384236
2024-03-14,1071023.8536181464,1641633.1601439659
2024-03-15,1071023.8536181464,1634119.9608506758
2024-03-18,1071023.8536181464,1635595.4257529236
2024-03-19,1071023.8536181464,1616427.2611499627
2024-03-20,1071023.8536181464,1618199.4289234425
2024-03-21,1071023.8536181464,1640071.2441066927
2024-03-22,1071023.8536181464,1648083.0265753525
2024-03-26,1071023.8536181464,1648960.9000191013
2024-03-27,1071023.8536181464,1655765.2644008151
2024-03-28,1071023.8536181464,1669559.2915933193
2024-04-01,1071023.8536181464,1689127.3530666768
2024-04-02,1071023.8536181464,1695490.6073739596
2024-04-03,1071023.8536181464,1698453.772348403
2024-04-04,1071023.8536181464,1703312.905697508
2024-04-05,1071023.8536181464,1707471.2535889496
2024-04-08,1071023.8536181464,1716043.6000281086
2024-04-09,1071023.8536181464,1713702.6578411378
2024-04-10,1071023.8536181464,1723964.7456457082
2024-04-12,1071023.8536181464,1709977.0485920578
2024-04-15,1071023.8536181464,1687989.8042396954
2024-04-16,1071023.8536181464,1683394.5319898578
2024-04-18,1071023.8536181464,1675291.9516810598
2024-04-19,1071023.8536181464,1680278.7493692245
2024-04-22,1071023.8536181464,1695910.949857295
2024-04-23,1071023.8536181464,1702323.788800682
2024-04-24,1071023.8536181464,1708753.0486300513
2024-04-25,1071023.8536181464,1720066.0731374992
2024-04-26,1071023.8536181464,1717712.7347915026
2024-04-29,1071023.8536181464,1730311.5790670086
2024-04-30,1071023.8536181464,1730723.7111073527
2024-05-02,1071023.8536181464,1737845.384962316
2024-05-03,1071023.8536181464,1727620.4856348236
2024-05-06,1071023.8536181464,1719822.818640249
2024-05-07,1071023.8536181464,1700955.5426245548
2024-05-08,1071023.8536181464,1706630.5686222787
2024-05-09,1071023.8536181464,1676948.8512745062
2024-05-10,1071023.8536181464,1687194.3572040156
2024-05-13,1071023.8536181464,1690648.0558999155
2024-05-14,1071023.8536181464,1704891.4036098418
2024-05-15,1071023.8536181464,1709676.1600047909
2024-05-16,1071023.8536181464,1725106.4801887241
2024-05-17,1071023.8536181464,1736275.2584820515
2024-05-21,1071023.8536181464,1746421.9171175098
2024-05-22,1071023.8536181464,1750551.4479639428
2024-05-23,1071023.8536181464,1771306.4819113072
2024-05-24,1071023.8536181464,1770828.3443488767
2024-05-27,1071023.8536181464,1771590.7886235134
2024-05-28,1071023.8536181464,1762882.4064132252
2024-05-29,1071023.8536181464,1752080.522229251
2024-05-30,1071023.8536181464,1734132.1718722617
2024-05-31,1071023.8536181464,1739469.281794719
2024-06-03,1071023.8536181464,1796681.4194374832
2024-06-04,1071023.8536181464,1675221.921432017
2024-06-05,1071023.8536181464,1735438.5982423371
2024-06-06,1071023.8536181464,1761040.2083907023
2024-06-07,1071023.8536181464,1793940.7413691944
2024-06-10,1071023.8536181464,1797575.7137672142
2024-06-11,1071023.8536181464,1801181.869120226
2024-06-12,1071023.8536181464,1810162.1618836944
2024-06-13,1071023.8536181464,1819505.3240295597
2024-06-14,1071023.8536181464,1831045.021159197
2024-06-18,1071023.8536181464,1840548.6894160868
2024-06-19,1071023.8536181464,1831918.708886911
2024-06-20,1071023.8536181464,1838529.2424184002
2024-06-21,1071023.8536181464,1832850.0307046417
2024-06-24,1071023.8536181464,1837210.419889299
2024-06-25,1071023.8536181464,1843932.3578629438
2024-06-26,1071023.8536181464,1849384.8969545132
2024-06-27,1071023.8536181464,1857676.9614084226
2024-06-28,1071023.8536181464,1859514.9737149107
2024-07-01,1071023.8536181464,1873354.399827484
2024-07-02,1071023.8536181464,1869249.661299103
2024-07-03,1071023.8536181464,1883542.2716669766
2024-07-04,1071023.8536181464,1888735.1353753132
2024-07-05,1071023.8536181464,1894789.4516414164
2024-07-08,1071023.8536181464,1893429.4159082805
2024-07-09,1071023.8536181464,1901358.7719688714
2024-07-10,1071023.8536181464,1893965.187560728
2024-07-11,1071023.8536181464,1896240.1242256123
2024-07-12,1071023.8536181464,1903674.92183779
2024-07-15,1071023.8536181464,1913104.5351186807
2024-07-16,1071023.8536181464,1912642.9794313107
2024-07-18,1071023.8536181464,1913121.1169937414
2024-07-19,1071023.8536181464,1883740.1272441575
2024-07-22,1071023.8536181464,1891080.2632783186
2024-07-23,1071023.8536181464,1884696.2413799402
2024-07-24,1071023.8536181464,1889332.7268338124
2024-07-25,1071023.8536181464,1888986.6003155545
2024-07-26,1071023.8536181464,1919880.082455386
2024-07-29,1071023.8536181464,1928299.811248355
2024-07-30,1071023.8536181464,1932149.2210986167
2024-07-31,1071023.8536181464,1939559.3873818207
2024-08-01,1071023.8536181464,1937564.5717131079
2024-08-02,1071023.8536181464,1917192.8527610793
2024-08-05,1071023.8536181464,1858093.1181757231
2024-08-06,1071023.8536181464,1849920.6686069604
2024-08-07,1071023.8536181464,1883352.7875218652
2024-08-08,1071023.8536181464,1871549.2292929608
2024-08-09,1071023.8536181464,1889501.7653659848
2024-08-12,1071023.8536181464,1888871.1711464424
2024-08-13,1071023.8536181464,1871557.6007250303
2024-08-14,1071023.8536181464,1868825.1330997327
2024-08-16,1071023.8536181464,1900464.47763914
2024-08-19,1071023.8536181464,1907326.4761108707
2024-08-20,1071023.8536181464,1918915.5968875336
2024-08-21,1071023.8536181464,1926193.9131156432
2024-08-22,1071023.8536181464,1932132.639223556
2024-08-23,1071023.8536181464,1930315.233519085
2024-08-26,1071023.8536181464,1942110.42031592
2024-08-27,1071023.8536181464,1945662.9663058713
2024-08-28,1071023.8536181464,1946577.8672376196
2024-08-29,1071023.8536181464,1947851.45183573
2024-08-30,1071023.8536181464,1956353.7680258462
2024-09-02,1071023.8536181464,1958509.0898055837
2024-09-03,1071023.8536181464,1960796.422629494
2024-09-04,1071023.8536181464,1957536.5547838185
2024-09-05,1071023.8536181464,1958682.3140537909
2024-09-06,1071023.8536181464,1935182.416322103
2024-09-09,1071023.8536181464,1937197.838592833
2024-09-10,1071023.8536181464,1948861.1753345735
2024-09-11,1071023.8536181464,1939596.4148698205
2024-09-12,1071023.8536181464,1970596.9547466943
2024-09-13,1071023.8536181464,1972315.513157114
2024-09-16,1071023.8536181464,1975612.5694798676
2024-09-17,1071023.8536181464,1975752.7909670314
2024-09-18,1071023.8536181464,1969879.9093921268
2024-09-19,1071023.8536181464,1966195.352358003
2024-09-20,1071023.8536181464,1994208.0959314597
2024-09-23,1071023.8536181464,2009489.8231961594
2024-09-24,1071023.8536181464,2010355.3004808822
2024-09-25,1071023.8536181464,2008834.5976476434
2024-09-26,1071023.8536181464,2019191.5080193086
2024-09-27,1071023.8536181464,2018585.7061178184
2024-09-30,1071023.8536181464,1998444.6845149354
2024-10-01,1071023.8536181464,2000596.1425567947
2024-10-03,1071023.8536181464,1958076.3511632225
2024-10-04,1071023.8536181464,1939901.3281840438
2024-10-07,1071023.8536181464,1910804.8061357443
2024-10-08,1071023.8536181464,1938055.1054345644
2024-10-09,1071023.8536181464,1945230.2276635098
2024-10-10,1071023.8536181464,1945110.7737674413
2024-10-11,1071023.8536181464,1946190.5275153273
2024-10-14,1071023.8536181464,1955735.56996533
2024-10-15,1071023.8536181464,1956448.4296038628
2024-10-16,1071023.8536181464,1951292.7543726042
2024-10-17,1071023.8536181464,1926882.1414252024
2024-10-18,1071023.8536181464,1932132.639223556
2024-10-21,1071023.8536181464,1917506.137507372
2024-10-22,1071023.8536181464,1880513.1011704467
2024-10-23,1071023.8536181464,1882709.797143297
2024-10-24,1071023.8536181464,1878320.5909136315
2024-10-25,1071023.8536181464,1854515.9408567983
2024-10-28,1071023.8536181464,1866953.9570431232
2024-10-29,1071023.8536181464,1878914.157645174
2024-10-30,1071023.8536181464,1875184.3626800592
2024-10-31,1071023.8536181464,1870201.589718851
2024-11-01,1071023.8536181464,1881263.3102751358
2024-11-04,1071023.8536181464,1856102.6492121234
2024-11-05,1071023.8536181464,1869418.538842197
2024-11-06,1071023.8536181464,1898379.0251193673
2024-11-07,1071023.8536181464,1879837.2690199136
2024-11-08,1071023.8536181464,1866599.620081874
2024-11-11,1071023.8536181464,1862127.9874441396
2024-11-12,1071023.8536181464,1840668.3043012335
2024-11-13,1071023.8536181464,1806370.547112528
2024-11-14,1071023.8536181464,1810339.4108588581
2024-11-18,1071023.8536181464,1805088.9130605045
2024-11-19,1071023.8536181464,1813739.5001916976
2024-11-21,1071023.8536181464,1798614.2543110661
2024-11-22,1071023.8536181464,1831972.3182499714
2024-11-25,1071023.8536181464,1859003.994380515
2024-11-26,1071023.8536181464,1859741.6463370998
2024-11-27,1071023.8536181464,1870395.259579997
2024-11-28,1071023.8536181464,1855776.9683068045
2024-11-29,1071023.8536181464,1870007.9198577048
2024-12-02,1071023.8536181464,1882277.0585009356
2024-12-03,1071023.8536181464,1897525.9439936704
2024-12-04,1071023.8536181464,1904008.8131861
2024-12-05,1071023.8536181464,1918717.7413103527
2024-12-06,1071023.8536181464,1921532.6353437193
2024-12-09,1071023.8536181464,1919875.896739351
2024-12-10,1071023.8536181464,1921763.4936819433
2024-12-11,1071023.8536181464,1925328.4358309205
2024-12-12,1071023.8536181464,1916941.5488099162
2024-12-13,1071023.8536181464,1925394.2803639285
2024-12-16,1071023.8536181464,1924858.508711481
2024-12-17,1071023.8536181464,1903699.7141558419
2024-12-18,1071023.8536181464,1890400.2454117509
2024-12-19,1071023.8536181464,1875378.0325412052
2024-12-20,1071023.8536181464,1839708.004449416
2024-12-23,1071023.8536181464,1847365.4499568266
2024-12-24,1071023.8536181464,1846574.0276481032
2024-12-26,1071023.8536181464,1848853.1500290222
2024-12-27,1071023.8536181464,1850077.1499910287
2024-12-30,1071023.8536181464,1842819.6013540146
2024-12-31,1071023.8536181464,1844323.883301271
2025-01-02,1071023.8536181464,1880950.025528843
2025-01-03,1071023.8536181464,1871751.2705861763
2025-01-06,1071023.8536181464,1831959.9220909453
2025-01-07,1071023.8536181464,1841541.9920289477
2025-01-08,1071023.8536181464,1832487.4833004016
2025-01-09,1071023.8536181464,1817217.9912056495
2025-01-10,1071023.8536181464,1796813.2694925775
2025-01-13,1071023.8536181464,1751021.2140943038
2025-01-14,1071023.8536181464,1770605.8574427222
2025-01-15,1071023.8536181464,1776387.9411774885
2025-01-16,1071023.8536181464,1789852.4237267957
2025-01-17,1071023.8536181464,1787025.1335344033
2025-01-20,1071023.8536181464,1797637.533573266
2025-01-21,1071023.8536181464,1766661.6250253657
2025-01-22,1071023.8536181464,1763640.8259609055
2025-01-23,1071023.8536181464,1775304.1627026459
2025-01-24,1071023.8536181464,1757240.3831765447
2025-01-27,1071023.8536181464,1723614.4334114157
2025-01-28,1071023.8536181464,1724751.9822383968
2025-01-29,1071023.8536181464,1751190.2526264763
2025-01-30,1071023.8536181464,1755476.4258460558
2025-01-31,1071023.8536181464,1778836.10209058
2025-02-03,1071023.8536181464,1764135.3844093184
2025-02-04,1071023.8536181464,1790915.595599621
2025-02-05,1071023.8536181464,1795597.4799735623
2025-02-06,1071023.8536181464,1786382.1431558349
2025-02-07,1071023.8536181464,1784214.4252170715
2025-02-10,1071023.8536181464,1761559.5591571673
2025-02-11,1071023.8536181464,1726870.2765301347
2025-02-12,1071023.8536181464,1723358.9437442177
2025-02-13,1071023.8536181464,1723070.451315977
2025-02-14,1071023.8536181464,1700712.288127305
2025-02-17,1071023.8536181464,1702298.99648263
2025-02-18,1071023.8536181464,1698923.6994678425
2025-02-19,1071023.8536181464,1708818.8931630594
2025-02-20,1071023.8536181464,1717032.7169249346
2025-02-21,1071023.8536181464,1705422.9895462545
2025-02-24,1071023.8536181464,1687140.7478409552
2025-02-25,1071023.8536181464,1683044.2197555653
2025-02-27,1071023.8536181464,1674537.8788384926
2025-02-28,1071023.8536181464,1638711.208373557
2025-03-03,1071023.8536181464,1640034.055629615
2025-03-04,1071023.8536181464,1641756.7997560692
2025-03-05,1071023.8536181464,1669670.5350463965
2025-03-06,1071023.8536181464,1685380.9762265012
2025-03-07,1071023.8536181464,1685076.0629122779
2025-03-10,1071023.8536181464,1670494.799127085
2025-03-11,1071023.8536181464,1673462.1498175631
2025-03-12,1071023.8536181464,1670317.5501519213
2025-03-13,1071023.8536181464,1663039.39491289
2025-03-17,1071023.8536181464,1672291.7592186169
2025-03-18,1071023.8536181464,1702698.7323639481
2025-03-19,1071023.8536181464,1719785.7911522493
2025-03-20,1071023.8536181464,1736728.60372643
2025-03-21,1071023.8536181464,1753531.1948134468
2025-03-24,1071023.8536181464,1775308.1874296023
2025-03-25,1071023.8536181464,1767036.7295777102
2025-03-26,1071023.8536181464,1753658.8591525066
2025-03-27,1071023.8536181464,1764580.3582216275
2025-03-28,1071023.8536181464,1758942.5207009818
2025-04-01,1071023.8536181464,1736786.237816447
2025-04-02,1071023.8536181464,1752851.1769468791
2025-04-03,1071023.8536181464,1751017.1893673474
2025-04-04,1071023.8536181464,1714910.236917162
2025-04-07,1071023.8536181464,1657240.5683139847
2025-04-08,1071023.8536181464,1688158.842771868
2025-04-09,1071023.8536181464,1677933.7824552974
2025-04-11,1071023.8536181464,1710582.8504935482
2025-04-15,1071023.8536181464,1753984.5400578256
2025-04-16,1071023.8536181464,1764283.6553503955
2025-04-17,1071023.8536181464,1787132.352260524
2025-04-21,1071023.8536181464,1813854.9293608097
2025-04-22,1071023.8536181464,1820399.618359291
2025-04-23,1071023.8536181464,1832965.4598737538
2025-04-24,1071023.8536181464,1828271.3403298648
2025-04-25,1071023.8536181464,1800864.5596469766
2025-04-28,1071023.8536181464,1821776.074978409
2025-04-29,1071023.8536181464,1822645.7379791667
2025-04-30,1071023.8536181464,1815857.9554725136
2025-05-02,1071023.8536181464,1813875.5359628268
2025-05-05,1071023.8536181464,1829466.523246863
2025-05-06,1071023.8536181464,1809803.6392064106
2025-05-07,1071023.8536181464,1819352.7063833699
2025-05-08,1071023.8536181464,1800444.2171636412
2025-05-09,1071023.8536181464,1786637.793812111
2025-05-12,1071023.8536181464,1855533.8747986327
2025-05-13,1071023.8536181464,1842180.796691481
2025-05-14,1071023.8536181464,1854552.9683447978
2025-05-15,1071023.8536181464,1878398.9925947438
2025-05-16,1071023.8536181464,1885166.1684993797
2025-05-19,1071023.8536181464,1884745.8260160442
2025-05-20,1071023.8536181464,1861649.849881709
2025-05-21,1071023.8536181464,1873605.864767725
2025-05-22,1071023.8536181464,1862424.6903153718
2025-05-23,1071023.8536181464,1877760.1879322103
2025-05-26,1071023.8536181464,1888248.9483589698
2025-05-27,1071023.8536181464,1880682.1397026193
2025-05-28,1071023.8536181464,1877624.152161081
2025-05-29,1071023.8536181464,1884378.9319066908
2025-05-30,1071023.8536181464,1879482.7710695863
2025-06-02,1071023.8536181464,1882165.8150478583
2025-06-03,1071023.8536181464,1872010.9459694088
2025-06-04,1071023.8536181464,1879969.1190750082
2025-06-05,1071023.8536181464,1890408.455854742
2025-06-06,1071023.8536181464,1909415.9533576001
2025-06-09,1071023.8536181464,1923053.4991660363
2025-06-10,1071023.8536181464,1923828.1786106206
2025-06-11,1071023.8536181464,1923655.1153514918
2025-06-12,1071023.8536181464,1899636.027842417
2025-06-13,1071023.8536181464,1888075.7241107626
2025-06-16,1071023.8536181464,1903642.080065825
2025-06-17,1071023.8536181464,1894282.4970339774
2025-06-18,1071023.8536181464,1889641.8258640706
2025-06-19,1071023.8536181464,1876313.5400749708
2025-06-20,1071023.8536181464,1899195.0787570644
2025-06-23,1071023.8536181464,1895931.0251953541
2025-06-24,1071023.8536181464,1905137.9905810119
2025-06-25,1071023.8536181464,1920275.6326206694
2025-06-26,1071023.8536181464,1938467.2374749086
2025-06-27,1071023.8536181464,1946924.1547449557
2025-06-30,1071023.8536181464,1946680.9002477056
2025-07-01,1071023.8536181464,1946536.6540335852
2025-07-02,1071023.8536181464,1940915.2373989217
2025-07-03,1071023.8536181464,1938821.5744361577
2025-07-04,1071023.8536181464,1942168.054405937
2025-07-07,1071023.8536181464,1941240.7573151623
2025-07-08,1071023.8536181464,1943000.6899186948
2025-07-09,1071023.8536181464,1941755.9223655928
2025-07-10,1071023.8536181464,1934663.2265447162
2025-07-11,1071023.8536181464,1919109.2667486798
2025-07-14,1071023.8536181464,1921281.3313925562
2025-07-15,1071023.8536181464,1932829.2389651847
2025-07-16,1071023.8536181464,1934753.8633957764
2025-07-17,1071023.8536181464,1930401.6846541103
2025-07-18,1071023.8536181464,1918487.043961207
2025-07-21,1071023.8536181464,1927001.5953212709
2025-07-22,1071023.8536181464,1922258.0521303562
2025-07-23,1071023.8536181464,1931118.8909977563
2025-07-24,1071023.8536181464,1920625.944854962
2025-07-25,1071023.8536181464,1897027.3608183009
2025-07-28,1071023.8536181464,1883191.959432684
2025-07-29,1071023.8536181464,1896413.1874847412
2025-07-30,1071023.8536181464,1898572.8559695915
2025-07-31,1071023.8536181464,1888796.955181365
2025-08-01,1071023.8536181464,1868907.5595078014
2025-08-04,1071023.8536181464,1884300.691214657
2025-08-05,1071023.8536181464,1879198.46435738
2025-08-06,1071023.8536181464,1868346.9955373022
2025-08-07,1071023.8536181464,1870593.115157178
2025-08-08,1071023.8536181464,1849908.2724479346
2025-08-11,1071023.8536181464,1865593.9213099873
2025-08-12,1071023.8536181464,1860248.6009445388
2025-08-13,1071023.8536181464,1870922.8207894533
2025-08-14,1071023.8536181464,1869451.5416032402
2025-08-18,1071023.8536181464,1890161.1766305354
2025-08-19,1071023.8536181464,1901296.9521628197
2025-08-20,1071023.8536181464,1907606.7580961206
2025-08-21,1071023.8536181464,1907112.1996477074
2025-08-22,1071023.8536181464,1895090.3402286833
2025-08-25,1071023.8536181464,1900093.5588028303
2025-08-26,1071023.8536181464,1876738.068274341
2025-08-28,1071023.8536181464,1858027.273642715
2025-08-29,1071023.8536181464,1851540.2187342506
2025-09-01,1071023.8536181464,1872196.4053875639
2025-09-02,1071023.8536181464,1873090.699717295
2025-09-03,1071023.8536181464,1884651.0034489494
2025-09-04,1071023.8536181464,1880941.8150858518
2025-09-05,1071023.8536181464,1881724.8659625056
2025-09-08,1071023.8536181464,1885804.973161913
2025-09-09,1071023.8536181464,1891611.8492147312
2025-09-10,1071023.8536181464,1901919.3359393708
2025-09-11,1071023.8536181464,1904268.4885693325
2025-09-12,1071023.8536181464,1911489.009718347
2025-09-15,1071023.8536181464,1913599.0935670936
2025-09-16,1071023.8536181464,1926247.5224787036
2025-09-17,1071023.8536181464,1932503.5580598658
2025-09-18,1071023.8536181464,1938578.4809279859
2025-09-19,1071023.8536181464,1935920.229267766
2025-09-22,1071023.8536181464,1927248.8745454773
2025-09-23,1071023.8536181464,1922616.57480764
2025-09-24,1071023.8536181464,1910499.892821521
2025-09-25,1071023.8536181464,1897653.7693218084
2025-09-26,1071023.8536181464,1872163.4026265205
2025-09-29,1071023.8536181464,1874302.3035202755
2025-09-30,1071023.8536181464,1873890.1714799313
2025-10-01,1071023.8536181464,1889897.4765203465
2025-10-03,1071023.8536181464,1898090.5326911262
2025-10-06,1071023.8536181464,1909791.0579099446
2025-10-07,1071023.8536181464,1913075.7180736721
2025-10-08,1071023.8536181464,1904820.6811077625
2025-10-09,1071023.8536181464,1915733.9697338922
2025-10-10,1071023.8536181464,1923630.484022518
2025-10-13,1071023.8536181464,1920106.7550775753
2025-10-14,1071023.8536181464,1910978.0303839515
2025-10-15,1071023.8536181464,1926910.958470211
2025-10-16,1071023.8536181464,1942279.4588480925
2025-10-17,1071023.8536181464,1945102.56332445
2025-10-20,1071023.8536181464,1954832.9042035292
2025-10-21,1071023.8536181464,1958385.4501934806
2025-10-23,1071023.8536181464,1958113.5396403004
2025-10-24,1071023.8536181464,1952401.3251654985
2025-10-27,1071023.8536181464,1965119.7843261515
2025-10-28,1071023.8536181464,1962783.0278552156
2025-10-29,1071023.8536181464,1974310.3288258268
2025-10-30,1071023.8536181464,1965152.7870871946
2025-10-31,1071023.8536181464,1954363.1380731682
2025-11-03,1071023.8536181464,1962630.4102090257
2025-11-04,1071023.8536181464,1951482.2385177154
2025-11-06,1071023.8536181464,1938104.5290815902
2025-11-07,1071023.8536181464,1938792.7573911494
2025-11-10,1071023.8536181464,1945007.7407573552
2025-11-11,1071023.8536181464,1952075.805249258
