date,symbol,rupees
2024-02-02,ADANIENT,
2024-02-05,ADANIPORTS,
2024-02-05,ADANIENT,
2024-02-06,ADANIPORTS,
2024-02-06,ADANIENT,
2024-02-07,ADANIPORTS,
2024-02-07,ADANIENT,
2024-02-08,ADANIPORTS,
2024-02-08,ADANIENT,
2024-02-09,ADANIPORTS,
2024-02-09,ADANIENT,
2024-02-12,ADANIPORTS,
2024-02-12,ADANIENT,
2024-02-13,ADANIPORTS,
2024-02-13,ADANIENT,
2024-02-14,ADANIPORTS,
2024-02-14,ADANIENT,
2024-02-15,ADANIPORTS,
2024-02-15,ADANIENT,
2024-02-16,ADANIPORTS,
2024-02-16,ADANIENT,
2024-02-20,ADANIPORTS,
2024-02-20,ADANIENT,
2024-02-21,ADANIPORTS,
2024-02-21,ADANIENT,
2024-02-22,ADANIPORTS,
2024-02-22,ADANIENT,
2024-02-23,ADANIPORTS,
2024-02-23,ADANIENT,
2024-02-26,ADANIPORTS,
2024-02-26,ADANIENT,
2024-02-27,ADANIPORTS,
2024-02-27,ADANIENT,
2024-02-28,ADANIPORTS,
2024-02-28,ADANIENT,
2024-02-29,ADANIPORTS,
2024-02-29,ADANIENT,
2024-03-01,ADANIPORTS,
2024-03-01,ADANIENT,
2024-03-04,ADANIPORTS,
2024-03-04,ADANIENT,
2024-03-05,ADANIPORTS,
2024-03-05,ADANIENT,
2024-03-06,ADANIPORTS,
2024-03-06,ADANIENT,
2024-03-07,ADANIPORTS,
2024-03-07,ADANIENT,
2024-03-11,ADANIPORTS,
2024-03-11,ADANIENT,
2024-03-12,ADANIPORTS,
2024-03-12,ADANIENT,
2024-03-14,ADANIPORTS,
2024-03-15,ADANIPORTS,
2024-03-15,ADANIENT,
2024-03-18,ADANIPORTS,
2024-03-21,ADANIPORTS,
2024-03-22,ADANIPORTS,
2024-03-26,ADANIPORTS,
2024-03-27,ADANIPORTS,
2024-03-28,ADANIPORTS,
2024-03-28,ADANIENT,
2024-04-01,ADANIPORTS,
2024-04-01,ADANIENT,
2024-04-02,ADANIPORTS,
2024-04-02,ADANIENT,
2024-04-03,ADANIPORTS,
2024-04-03,ADANIENT,
2024-04-04,ADANIPORTS,
2024-04-04,ADANIENT,
2024-04-05,ADANIPORTS,
2024-04-05,ADANIENT,
2024-04-08,ADANIPORTS,
2024-04-08,ADANIENT,
2024-04-09,ADANIPORTS,
2024-04-09,ADANIENT,
2024-04-10,ADANIPORTS,
2024-04-10,ADANIENT,
2024-04-12,ADANIPORTS,
2024-04-12,ADANIENT,
2024-04-15,ADANIPORTS,
2024-04-16,ADANIPORTS,
2024-04-19,ADANIPORTS,
2024-04-22,ADANIPORTS,
2024-04-23,ADANIPORTS,
2024-04-24,ADANIPORTS,
2024-04-25,ADANIPORTS,
2024-04-26,ADANIPORTS,
2024-05-21,ADANIPORTS,
2024-05-23,ADANIPORTS,
2024-05-24,ADANIPORTS,
2024-05-27,ADANIPORTS,
2024-05-28,ADANIPORTS,
2024-05-29,ADANIPORTS,
2024-05-30,ADANIPORTS,
2024-05-31,ADANIPORTS,
2024-06-03,ADANIPORTS,
2024-06-04,BEL,
2024-06-05,BEL,
2024-06-06,BEL,
2024-06-07,BEL,
2024-06-10,BEL,
2024-06-11,BEL,
2024-06-12,BEL,
2024-06-13,BEL,
2024-06-14,BEL,
2024-06-18,BEL,
2024-06-19,BEL,
2024-06-20,BEL,
2024-06-21,BEL,
2024-06-24,BEL,
2024-06-25,BEL,
2024-06-26,BEL,
2024-06-27,BEL,
2024-06-28,BEL,
2024-07-01,BEL,
2024-07-02,BEL,
2024-07-03,BEL,
2024-07-04,BEL,
2024-07-05,BEL,
2024-07-08,BEL,
2024-07-09,BEL,
2024-07-10,BEL,
2024-07-11,BEL,
2024-07-12,BEL,
2024-07-15,BEL,
2024-07-16,BEL,
2024-07-18,BEL,
2024-07-19,BEL,
2024-07-22,BEL,
2024-07-23,BEL,
2024-07-24,BEL,
2024-07-25,BEL,
2024-07-26,BEL,
2024-07-29,BEL,
2024-07-30,BEL,
2024-07-31,BEL,
2024-08-01,BEL,
2025-01-10,BAJAJFINSV,
2025-01-13,BAJAJFINSV,
2025-01-14,BAJAJFINSV,
2025-01-15,BAJAJFINSV,
2025-01-16,BAJAJFINSV,
2025-01-17,BAJAJFINSV,
2025-01-20,BAJAJFINSV,
2025-03-20,BAJAJFINSV,
2025-03-21,BAJAJFINSV,
2025-03-24,BAJAJFINSV,
2025-03-25,NTPC,
2025-03-25,BAJAJFINSV,
2025-03-26,BAJAJFINSV,
2025-03-27,BAJAJFINSV,
2025-03-28,BAJAJFINSV,
2025-04-01,BAJAJFINSV,
2025-04-02,BAJAJFINSV,
2025-04-03,BAJAJFINSV,
2025-04-15,BAJAJFINSV,
2025-04-16,BAJAJFINSV,
2025-04-17,BAJAJFINSV,
2025-04-21,BAJAJFINSV,
2025-04-21,SBILIFE,
2025-04-22,BAJAJFINSV,
2025-04-22,SBILIFE,
2025-04-23,BAJAJFINSV,
2025-04-23,SBILIFE,
2025-04-24,BAJAJFINSV,
2025-04-24,SBILIFE,
2025-04-25,SBILIFE,
2025-04-25,BAJAJFINSV,
2025-04-28,SBILIFE,
2025-04-28,BAJAJFINSV,
2025-04-29,SBILIFE,
2025-04-29,BAJAJFINSV,
2025-04-30,SBILIFE,
2025-04-30,BAJAJFINSV,
2025-05-02,SBILIFE,
2025-05-02,BAJAJFINSV,
2025-05-05,SBILIFE,
2025-05-05,BAJAJFINSV,
2025-05-06,ADANIPORTS,
2025-05-06,SBILIFE,
2025-05-06,BAJAJFINSV,
2025-05-07,ADANIPORTS,
2025-05-07,SBILIFE,
2025-05-07,BAJAJFINSV,
2025-05-08,ADANIPORTS,
2025-05-08,SBILIFE,
2025-05-09,ADANIPORTS,
2025-05-09,SBILIFE,
2025-05-09,BAJAJFINSV,
2025-05-12,ADANIPORTS,
2025-05-12,SBILIFE,
2025-05-12,BAJAJFINSV,
2025-05-13,ADANIPORTS,
2025-05-13,SBILIFE,
2025-05-14,ADANIPORTS,
2025-05-14,SBILIFE,
2025-05-15,ADANIPORTS,
2025-05-15,SBILIFE,
2025-05-16,ADANIPORTS,
2025-05-16,SBILIFE,
2025-05-19,ADANIPORTS,
2025-05-19,SBILIFE,
2025-05-20,ADANIPORTS,
2025-05-20,SBILIFE,
2025-05-21,ADANIPORTS,
2025-05-21,SBILIFE,
2025-05-22,SBILIFE,
2025-05-22,ADANIPORTS,
2025-05-23,SBILIFE,
2025-05-23,ADANIPORTS,
2025-05-26,SBILIFE,
2025-05-26,ADANIPORTS,
2025-05-27,SBILIFE,
2025-05-27,ADANIPORTS,
2025-05-28,SBILIFE,
2025-05-28,ADANIPORTS,
2025-05-29,SBILIFE,
2025-05-29,ADANIPORTS,
2025-05-30,SBILIFE,
2025-05-30,ADANIPORTS,
2025-06-02,ADANIPORTS,
2025-06-02,SBILIFE,
2025-06-03,ADANIPORTS,
2025-06-03,SBILIFE,
2025-06-04,ADANIPORTS,
2025-06-04,SBILIFE,
2025-06-05,ADANIPORTS,
2025-06-05,SBILIFE,
2025-06-06,ADANIPORTS,
2025-06-06,SBILIFE,
2025-06-09,ADANIPORTS,
2025-06-09,SBILIFE,
2025-06-10,ADANIPORTS,
2025-06-10,SBILIFE,
2025-06-10,ADANIENT,
2025-06-11,ADANIPORTS,
2025-06-11,SBILIFE,
2025-06-11,ADANIENT,
2025-06-12,ADANIPORTS,
2025-06-12,SBILIFE,
2025-06-13,ADANIPORTS,
2025-06-13,SBILIFE,
2025-06-16,ADANIPORTS,
2025-06-16,SBILIFE,
2025-06-17,ADANIPORTS,
2025-06-17,SBILIFE,
2025-06-18,SBILIFE,
2025-06-18,ADANIPORTS,
2025-06-19,SBILIFE,
2025-06-19,ADANIPORTS,
2025-06-20,SBILIFE,
2025-06-20,ADANIPORTS,
2025-06-23,SBILIFE,
2025-06-23,ADANIPORTS,
2025-06-24,SBILIFE,
2025-06-24,ADANIPORTS,
2025-06-25,SBILIFE,
2025-06-25,ADANIPORTS,
2025-06-26,SBILIFE,
2025-06-26,ADANIPORTS,
2025-06-27,SBILIFE,
2025-06-27,ADANIPORTS,
2025-06-30,ADANIPORTS,
2025-06-30,SBILIFE,
2025-07-01,ADANIPORTS,
2025-07-01,SBILIFE,
2025-07-02,ADANIPORTS,
2025-07-02,SBILIFE,
2025-07-02,ADANIENT,
2025-07-03,TRENT,
2025-07-03,ADANIPORTS,
2025-07-03,SBILIFE,
2025-07-03,ADANIENT,
2025-07-04,ADANIPORTS,
2025-07-04,SBILIFE,
2025-07-04,ADANIENT,
2025-07-07,ADANIPORTS,
2025-07-07,ADANIENT,
2025-07-08,ADANIPORTS,
2025-07-08,ADANIENT,
2025-07-09,ADANIPORTS,
2025-07-09,ADANIENT,
2025-07-10,ADANIPORTS,
2025-07-10,ADANIENT,
2025-07-11,ADANIPORTS,
2025-07-11,ADANIENT,
2025-07-14,HINDUNILVR,
2025-07-14,ADANIPORTS,
2025-07-14,ADANIENT,
2025-07-15,ADANIENT,
2025-07-15,ADANIPORTS,
2025-07-15,HINDUNILVR,
2025-07-16,ADANIENT,
2025-07-16,ADANIPORTS,
2025-07-16,HINDUNILVR,
2025-07-17,ADANIENT,
2025-07-17,ADANIPORTS,
2025-07-17,HINDUNILVR,
2025-07-18,ADANIENT,
2025-07-18,ADANIPORTS,
2025-07-18,HINDUNILVR,
2025-07-21,ADANIENT,
2025-07-21,ADANIPORTS,
2025-07-21,HINDUNILVR,
2025-07-22,HINDUNILVR,
2025-07-22,ADANIENT,
2025-07-23,ADANIENT,
2025-07-23,HINDUNILVR,
2025-07-24,HINDUNILVR,
2025-07-24,ADANIENT,
2025-07-25,SBILIFE,
2025-07-25,HINDUNILVR,
2025-07-28,SBILIFE,
2025-07-28,HINDUNILVR,
2025-07-29,HINDUNILVR,
2025-07-29,SBILIFE,
2025-07-30,ASIANPAINT,
2025-07-30,SBILIFE,
2025-07-30,HINDUNILVR,
2025-07-31,HINDUNILVR,
2025-07-31,ASIANPAINT,
2025-07-31,SBILIFE,
2025-08-01,HINDUNILVR,
2025-08-01,ASIANPAINT,
2025-08-04,HINDUNILVR,
2025-08-04,ASIANPAINT,
2025-08-04,SBILIFE,
2025-08-05,HINDUNILVR,
2025-08-05,ASIANPAINT,
2025-08-05,SBILIFE,
2025-08-06,ASIANPAINT,
2025-08-06,HINDUNILVR,
2025-08-06,SBILIFE,
2025-08-07,ASIANPAINT,
2025-08-07,HINDUNILVR,
2025-08-07,SBILIFE,
2025-08-08,ASIANPAINT,
2025-08-08,HINDUNILVR,
2025-08-08,SBILIFE,
2025-08-11,ASIANPAINT,
2025-08-11,HINDUNILVR,
2025-08-11,SBILIFE,
2025-08-12,ASIANPAINT,
2025-08-12,HINDUNILVR,
2025-08-12,SBILIFE,
2025-08-13,ASIANPAINT,
2025-08-13,HINDUNILVR,
2025-08-13,SBILIFE,
2025-08-14,ASIANPAINT,
2025-08-14,HINDUNILVR,
2025-08-14,SBILIFE,
2025-08-18,ASIANPAINT,
2025-08-18,HINDUNILVR,
2025-08-18,SBILIFE,
2025-08-19,ASIANPAINT,
2025-08-19,HINDUNILVR,
2025-08-19,BAJAJ-AUTO,
2025-08-19,SBILIFE,
2025-08-20,ASIANPAINT,
2025-08-20,HINDUNILVR,
2025-08-20,BAJAJ-AUTO,
2025-08-20,SBILIFE,
2025-08-21,ASIANPAINT,
2025-08-21,HINDUNILVR,
2025-08-21,SBILIFE,
2025-08-21,BAJAJ-AUTO,
2025-08-22,HINDUNILVR,
2025-08-22,ASIANPAINT,
2025-08-22,SBILIFE,
2025-08-22,BAJAJ-AUTO,
2025-08-25,HINDUNILVR,
2025-08-25,ASIANPAINT,
2025-08-25,BAJAJ-AUTO,
2025-08-25,SBILIFE,
2025-08-26,HINDUNILVR,
2025-08-26,ASIANPAINT,
2025-08-26,BAJAJ-AUTO,
2025-08-28,HINDUNILVR,
2025-08-28,ASIANPAINT,
2025-08-28,BAJAJ-AUTO,
2025-08-29,HINDUNILVR,
2025-08-29,ASIANPAINT,
2025-08-29,BAJAJ-AUTO,
2025-09-01,HINDUNILVR,
2025-09-01,ASIANPAINT,
2025-09-01,BAJAJ-AUTO,
2025-09-02,HINDUNILVR,
2025-09-02,ASIANPAINT,
2025-09-02,BAJAJ-AUTO,
2025-09-02,COALINDIA,
2025-09-03,HINDUNILVR,
2025-09-03,ASIANPAINT,
2025-09-03,BAJAJ-AUTO,
2025-09-03,COALINDIA,
2025-09-04,HINDUNILVR,
2025-09-04,ASIANPAINT,
2025-09-04,BAJAJ-AUTO,
2025-09-04,COALINDIA,
2025-09-04,BAJAJFINSV,
2025-09-05,HINDUNILVR,
2025-09-05,ASIANPAINT,
2025-09-05,BAJAJ-AUTO,
2025-09-05,COALINDIA,
2025-09-05,BAJAJFINSV,
2025-09-08,HINDUNILVR,
2025-09-08,BAJAJ-AUTO,
2025-09-08,ASIANPAINT,
2025-09-08,COALINDIA,
2025-09-08,BAJAJFINSV,
2025-09-09,HINDUNILVR,
2025-09-09,BAJAJ-AUTO,
2025-09-09,ASIANPAINT,
2025-09-09,COALINDIA,
2025-09-09,BAJAJFINSV,
2025-09-10,HINDUNILVR,
2025-09-10,BAJAJ-AUTO,
2025-09-10,ASIANPAINT,
2025-09-10,COALINDIA,
2025-09-10,SBILIFE,
2025-09-10,BAJAJFINSV,
2025-09-11,HINDUNILVR,
2025-09-11,BAJAJ-AUTO,
2025-09-11,ASIANPAINT,
2025-09-11,COALINDIA,
2025-09-11,BAJAJFINSV,
2025-09-12,HINDUNILVR,
2025-09-12,BAJAJ-AUTO,
2025-09-12,ASIANPAINT,
2025-09-12,COALINDIA,
2025-09-12,BAJAJFINSV,
2025-09-12,SBILIFE,
2025-09-15,HINDUNILVR,
2025-09-15,BAJAJ-AUTO,
2025-09-15,COALINDIA,
2025-09-15,BAJAJFINSV,
2025-09-15,ASIANPAINT,
2025-09-16,HINDUNILVR,
2025-09-16,BAJAJ-AUTO,
2025-09-16,COALINDIA,
2025-09-16,BAJAJFINSV,
2025-09-16,ASIANPAINT,
2025-09-17,BAJAJ-AUTO,
2025-09-17,COALINDIA,
2025-09-17,HINDUNILVR,
2025-09-17,BAJAJFINSV,
2025-09-17,ASIANPAINT,
2025-09-17,NTPC,
2025-09-18,BAJAJ-AUTO,
2025-09-18,HINDUNILVR,
2025-09-18,COALINDIA,
2025-09-18,BAJAJFINSV,
2025-09-19,BAJAJ-AUTO,
2025-09-19,HINDUNILVR,
2025-09-19,COALINDIA,
2025-09-19,BAJAJFINSV,
2025-09-19,SBILIFE,
2025-09-22,BAJAJ-AUTO,
2025-09-22,HINDUNILVR,
2025-09-22,COALINDIA,
2025-09-22,SBILIFE,
2025-09-22,BAJAJFINSV,
2025-09-22,ADANIPORTS,
2025-09-23,BAJAJ-AUTO,
2025-09-23,COALINDIA,
2025-09-23,ADANIENT,
2025-09-23,BAJAJFINSV,
2025-09-23,NTPC,
2025-09-23,ADANIPORTS,
2025-09-24,BAJAJ-AUTO,
2025-09-24,COALINDIA,
2025-09-24,BAJAJFINSV,
2025-09-24,NTPC,
2025-09-24,ADANIENT,
2025-09-24,ADANIPORTS,
2025-09-25,BAJAJ-AUTO,
2025-09-25,COALINDIA,
2025-09-25,NTPC,
2025-09-25,BAJAJFINSV,
2025-09-25,ADANIENT,
2025-09-26,BAJAJ-AUTO,
2025-09-26,COALINDIA,
2025-09-26,NTPC,
2025-09-26,BAJAJFINSV,
2025-09-26,ADANIENT,
2025-09-29,BAJAJ-AUTO,
2025-09-29,COALINDIA,
2025-09-29,NTPC,
2025-09-29,BAJAJFINSV,
2025-09-30,BAJAJ-AUTO,
2025-09-30,COALINDIA,
2025-09-30,NTPC,
2025-09-30,BAJAJFINSV,
2025-10-01,COALINDIA,
2025-10-01,NTPC,
2025-10-01,ADANIPORTS,
2025-10-03,NTPC,
2025-10-03,COALINDIA,
2025-10-03,ADANIENT,
2025-10-03,ADANIPORTS,
2025-10-06,BAJAJ-AUTO,
2025-10-06,NTPC,
2025-10-07,BAJAJ-AUTO,
2025-10-07,NTPC,
2025-10-07,BAJAJFINSV,
2025-10-08,BAJAJ-AUTO,
2025-10-08,BAJAJFINSV,
2025-10-08,NTPC,
2025-10-09,BAJAJ-AUTO,
2025-10-09,NTPC,
2025-10-09,BAJAJFINSV,
2025-10-10,BAJAJ-AUTO,
2025-10-10,COALINDIA,
2025-10-10,NTPC,
2025-10-10,BAJAJFINSV,
2025-10-13,BAJAJ-AUTO,
2025-10-13,ADANIPORTS,
2025-10-13,BAJAJFINSV,
2025-10-13,NTPC,
2025-10-14,BAJAJ-AUTO,
2025-10-14,ADANIPORTS,
2025-10-14,BAJAJFINSV,
2025-10-14,NTPC,
2025-10-15,BAJAJ-AUTO,
2025-10-15,BAJAJFINSV,
2025-10-15,ADANIENT,
2025-10-15,ADANIPORTS,
2025-10-15,NTPC,
2025-10-16,BAJAJ-AUTO,
2025-10-16,ADANIENT,
2025-10-16,BAJAJFINSV,
2025-10-16,ADANIPORTS,
2025-10-16,COALINDIA,
2025-10-16,NTPC,
2025-10-17,BAJAJ-AUTO,
2025-10-17,ADANIENT,
2025-10-17,ADANIPORTS,
2025-10-17,BAJAJFINSV,
2025-10-17,COALINDIA,
2025-10-20,BAJAJ-AUTO,
2025-10-20,BAJAJFINSV,
2025-10-20,ADANIENT,
2025-10-20,ADANIPORTS,
2025-10-20,COALINDIA,
2025-10-21,ADANIENT,
2025-10-21,BAJAJFINSV,
2025-10-21,BAJAJ-AUTO,
2025-10-21,ADANIPORTS,
2025-10-23,ADANIENT,
2025-10-23,BAJAJFINSV,
2025-10-23,BAJAJ-AUTO,
2025-10-23,ADANIPORTS,
2025-10-24,BAJAJFINSV,
2025-10-24,BAJAJ-AUTO,
2025-10-24,ADANIENT,
2025-10-24,ADANIPORTS,
2025-10-27,BAJAJFINSV,
2025-10-27,BAJAJ-AUTO,
2025-10-27,ADANIENT,
2025-10-27,ADANIPORTS,
2025-10-28,BAJAJFINSV,
2025-10-28,BAJAJ-AUTO,
2025-10-28,ADANIENT,
2025-10-28,ADANIPORTS,
2025-10-28,SBILIFE,
2025-10-29,ADANIPORTS,
2025-10-29,ADANIENT,
2025-10-29,BAJAJFINSV,
2025-10-29,BAJAJ-AUTO,
2025-10-29,SBILIFE,
2025-10-30,ADANIPORTS,
2025-10-30,ADANIENT,
2025-10-30,BAJAJFINSV,
2025-10-30,SBILIFE,
2025-10-31,ADANIPORTS,
2025-10-31,BAJAJFINSV,
2025-10-31,SBILIFE,
2025-10-31,ADANIENT,
2025-11-03,BAJAJFINSV,
2025-11-03,SBILIFE,
2025-11-03,ADANIPORTS,
2025-11-03,ADANIENT,
2025-11-04,ADANIPORTS,
2025-11-04,SBILIFE,
2025-11-04,BAJAJFINSV,
2025-11-06,ADANIPORTS,
2025-11-06,SBILIFE,
2025-11-06,BAJAJFINSV,
2025-11-07,SBILIFE,
2025-11-07,ADANIPORTS,
2025-11-07,BAJAJFINSV,
2025-11-10,BAJAJFINSV,
2025-11-10,ADANIPORTS,
2025-11-10,SBILIFE,
2025-11-11,ADANIPORTS,
2025-11-11,SBILIFE,
2025-11-12,ADANIPORTS,
2025-11-12,SBILIFE,
2025-11-12,HCLTECH,
2025-11-13,ADANIPORTS,
2025-11-13,SBILIFE,
2025-11-13,HCLTECH,
2025-11-14,ADANIPORTS,
2025-11-14,SBILIFE,
2025-11-14,HCLTECH,
2025-11-14,BAJAJFINSV,
2025-11-17,ADANIPORTS,
2025-11-17,HCLTECH,
2025-11-17,SBILIFE,
2025-11-17,BAJAJFINSV,
2025-11-18,ADANIPORTS,
2025-11-18,HCLTECH,
2025-11-18,SBILIFE,
2025-11-19,HCLTECH,
2025-11-19,ADANIPORTS,
2025-11-19,SBILIFE,
2025-11-20,HCLTECH,
2025-11-20,SBILIFE,
2025-11-20,ADANIPORTS,
2025-11-20,INFY,
2025-11-21,HCLTECH,
2025-11-21,SBILIFE,
2025-11-21,ADANIPORTS,
2025-11-21,INFY,
2025-11-24,HCLTECH,
2025-11-24,SBILIFE,
2025-11-24,ADANIPORTS,
2025-11-25,SBILIFE,
2025-11-25,HCLTECH,
2025-11-25,ADANIPORTS,
2025-11-26,HCLTECH,
2025-11-26,SBILIFE,
2025-11-26,ADANIPORTS,
2025-11-27,HCLTECH,
2025-11-27,SBILIFE,
2025-11-27,ADANIPORTS,
2025-11-27,INFY,
2025-11-28,HCLTECH,
2025-11-28,SBILIFE,
2025-11-28,ADANIPORTS,
2025-11-28,INFY,
2025-12-01,HCLTECH,
2025-12-01,SBILIFE,
2025-12-01,ADANIPORTS,
2025-12-01,INFY,
2025-12-02,HCLTECH,
2025-12-02,SBILIFE,
2025-12-02,ADANIPORTS,
2025-12-02,INFY,
2025-12-03,HCLTECH,
2025-12-03,SBILIFE,
2025-12-03,ADANIPORTS,
2025-12-03,INFY,
2025-12-04,HCLTECH,
2025-12-04,INFY,
2025-12-04,SBILIFE,
2025-12-04,ADANIPORTS,
2025-12-05,HCLTECH,
2025-12-05,SBILIFE,
2025-12-05,INFY,
2025-12-05,ADANIPORTS,
2025-12-05,WIPRO,
2025-12-08,HCLTECH,
2025-12-08,SBILIFE,
2025-12-08,INFY,
2025-12-08,WIPRO,
2025-12-08,ADANIPORTS,
2025-12-08,BAJAJ-AUTO,
2025-12-09,HCLTECH,
2025-12-09,SBILIFE,
2025-12-09,INFY,
2025-12-09,ADANIPORTS,
2025-12-09,WIPRO,
2025-12-10,HCLTECH,
2025-12-10,SBILIFE,
2025-12-10,INFY,
2025-12-10,WIPRO,
2025-12-10,ADANIPORTS,
2025-12-10,BAJAJ-AUTO,
2025-12-11,HCLTECH,
2025-12-11,INFY,
2025-12-11,SBILIFE,
2025-12-11,ADANIPORTS,
2025-12-11,WIPRO,
2025-12-11,BAJAJ-AUTO,
2025-12-12,HCLTECH,
2025-12-12,SBILIFE,
2025-12-12,INFY,
2025-12-12,WIPRO,
2025-12-12,ADANIPORTS,
2025-12-15,HCLTECH,
2025-12-15,SBILIFE,
2025-12-15,INFY,
2025-12-15,WIPRO,
2025-12-15,ADANIPORTS,
2025-12-16,HCLTECH,
2025-12-16,SBILIFE,
2025-12-16,INFY,
2025-12-16,WIPRO,
2025-12-16,ADANIPORTS,
2025-12-16,BAJAJ-AUTO,
2025-12-17,HCLTECH,
2025-12-17,SBILIFE,
2025-12-17,INFY,
2025-12-17,WIPRO,
2025-12-17,ADANIPORTS,
2025-12-18,HCLTECH,
2025-12-18,INFY,
2025-12-18,SBILIFE,
2025-12-18,WIPRO,
2025-12-18,ADANIPORTS,
2025-12-19,SBILIFE,
2025-12-19,HCLTECH,
2025-12-19,INFY,
2025-12-19,TCS,
2025-12-19,WIPRO,
2025-12-19,ADANIPORTS,
2025-12-22,INFY,
2025-12-22,HCLTECH,
2025-12-22,SBILIFE,
2025-12-22,WIPRO,
2025-12-22,TCS,
2025-12-22,ADANIPORTS,
2025-12-22,BAJAJ-AUTO,
2025-12-23,HCLTECH,
2025-12-23,SBILIFE,
2025-12-23,INFY,
