,equity,benchmark,exposure
2021-04-22,1007341.8785255025,999999.9999999999,0.9404373020926867
2021-04-23,1003757.1480302443,997819.8054076714,0.5589452987045327
2021-04-26,1006356.6584994552,1006989.7433053295,0.5888716772373949
2021-04-27,1010155.1398706547,1018999.2065653277,0.5660017834986395
2021-04-28,1013524.2590353716,1031808.3025770406,0.5624341000534484
2021-04-29,1018139.7955072924,1033032.3025390472,0.5742395529226031
2021-04-30,1015816.0683961392,1019147.5580009439,0.5732656058425056
2021-05-03,1024827.3188276495,1021694.5662080866,0.5770178579759587
2021-05-04,1024239.9642673279,1013880.5588220686,0.5721999285624704
2021-05-05,1030999.4657235683,1023157.6349513084,0.5944033495795666
2021-05-06,1038997.0323182149,1030485.3748264436,0.6071500522267855
2021-05-07,1047702.5102550361,1035529.8066046252,0.5908805996123526
2021-05-10,1052087.3225517762,1044333.0113820082,0.5918150298753113
2021-05-11,1049621.640246917,1042053.8890010893,0.5915937567647662
2021-05-12,1043528.8690463098,1033456.8307384173,0.5892092268578878
2021-05-14,1032422.5736263979,1028033.1891863957,0.5703324409715417
2021-05-17,1042296.6587797054,1044514.2850841284,0.5839970478236213
2021-05-18,1050858.8650187384,1058279.4952316242,0.5969025896846958
2021-05-19,1051295.3976094846,1055798.492546568,0.6065820434138637
2021-05-20,1045438.5871640602,1049818.4727400816,0.5943497775219284
2021-05-21,1049700.6530567869,1064770.574867045,0.5865268752693089
2021-05-24,1047075.3077576424,1068446.8409636386,0.5705089147655958
2021-05-25,1047564.2747132187,1068492.1593891687,0.5757607336348766
2021-05-26,1049787.9186574968,1073371.8188457517,0.5741254381826183
2021-05-27,1053066.1685090102,1077002.605527737,0.575451207883318
2021-05-28,1049205.1791455436,1081189.8509587261,0.5738889030041427
2021-05-31,1055949.8483805323,1090199.0412617421,0.5766106027240707
2021-06-01,1065274.9467697581,1088884.4044486755,0.5803168269233021
2021-06-02,1079428.4771416627,1094147.2984060552,0.5766873668804636
2021-06-03,1088511.4842159546,1102905.104263369,0.5802196692006649
2021-06-04,1095606.5715190533,1104009.6503293072,0.5920655073258876
2021-06-07,1094568.1741582826,1111077.71482121,0.6008145301145358
2021-06-08,1091908.0968678857,1112470.6728208498,0.5998420451534437
2021-06-09,1086798.7662803424,1104215.7163494793,0.597960795982041
2021-06-10,1095252.5281883804,1114172.810345287,0.60106395586617
2021-06-11,1097881.9144129804,1118017.9539849747,0.6111278405097653
2021-06-14,1090929.9273278709,1117218.4822223382,0.6086497397969574
2021-06-15,1087537.989945126,1121640.6107185078,0.5967217828201213
2021-06-16,1076789.6320778914,1113628.747755309,0.5926963181711489
2021-06-17,1068924.6980692144,1106585.4755814583,0.5772131216201476
2021-06-18,1066821.2722736397,1103403.7679332776,0.594772225692777
2021-06-21,1077323.2287993226,1109136.5085155575,0.6241738225509339
2021-06-22,1084714.6394566828,1112021.4327979668,0.6267347593284658
2021-06-23,1082747.7283982167,1106437.043651303,0.6260566886104567
2021-06-24,1083184.2548284323,1110138.0215714094,0.6260158545853918
2021-06-25,1090132.432581884,1116002.692703323,0.6192705171151317
2021-06-28,1090284.3139058861,1115479.2367153622,0.6090016063470969
2021-06-29,1091311.0877867488,1111267.2794608604,0.5636710071246515
2021-06-30,1093002.2904781303,1110574.8654352664,0.5643461390740602
2021-07-01,1098945.1552618146,1108971.6556994198,0.5667020637310607
2021-07-02,1104591.3558794078,1112297.6095617209,0.5689168982599946
2021-07-05,1113335.7671493895,1119823.1245194979,0.5636949555645244
2021-07-06,1117877.06510321,1118867.010383715,0.5654674145113886
2021-07-07,1116852.0360675848,1123552.9194846128,0.5600474913155411
2021-07-08,1108833.9978683065,1115450.4196703539,0.5568661710933239
2021-07-09,1105442.088273469,1115058.8942320268,0.5555064708412617
2021-07-12,1100927.936383204,1116793.954022968,0.5893975512643789
2021-07-13,1100454.389483992,1123375.670509449,0.560305514097538
2021-07-14,1097474.6338857461,1126033.922169669,0.559111698709526
2021-07-15,1092200.0850379337,1130917.6868477475,0.5569825220930412
2021-07-16,1091956.0621008873,1132731.067825262,0.5967082716881231
2021-07-19,1089293.2528188974,1122633.8328368296,0.5912236699123999
2021-07-20,1074995.1119008674,1112392.3516342766,0.5755815919296757
2021-07-22,1077064.7274395404,1126784.050779819,0.5736381766147558
2021-07-23,1075995.5498582355,1128168.7983364675,0.5724194784649508
2021-07-26,1086717.9321647924,1127187.8918826329,0.5819336457777902
2021-07-27,1091870.371710762,1121846.6767386799,0.5597332347600245
2021-07-28,1094916.057354215,1119279.142424059,0.5977549928517277
2021-07-29,1104966.3205252574,1124603.8561874903,0.5802410900638975
2021-07-30,1101572.4783284103,1126293.5975529016,0.5789478519619384
2021-08-02,1102355.0922561586,1136139.367601093,0.5685966860995196
2021-08-03,1105540.1949456492,1148956.674055797,0.5698395751972128
2021-08-04,1100943.7537210486,1151441.7819623488,0.5680436550123055
2021-08-05,1096071.2932353816,1152447.4002396965,0.5661234421251738
2021-08-06,1095645.08778483,1150230.1781593682,0.5551579026832505
2021-08-09,1097449.7174015637,1148614.5722644955,0.5593808743909277
2021-08-10,1087700.0731246711,1145127.9513020916,0.5499378371293859
2021-08-11,1087723.1703330847,1143792.6273924687,0.551500532600573
2021-08-12,1105644.4828761886,1151656.1389200513,0.5996746994202394
2021-08-13,1110954.9492218415,1159350.6119154617,0.6015882909997461
2021-08-16,1116342.5693513835,1159803.9571598403,0.5990295024000716
2021-08-17,1118501.0718778137,1163290.5781222442,0.5998033021342466
2021-08-18,1118134.5444130707,1161844.0107595439,0.5969950052967652
2021-08-20,1100336.5769581024,1149348.199494124,0.5904763909653696
2021-08-23,1098761.2204391381,1148243.653428186,0.5801708423066427
2021-08-24,1105019.3420847917,1159181.6538778283,0.5880138949956263
2021-08-25,1104682.8070391917,1161683.2631649019,0.5878883858795698
2021-08-26,1105496.5959932697,1162783.7040093443,0.5881917535069636
2021-08-27,1112775.9826949262,1169835.2671207255,0.5908856573292711
2021-08-30,1120173.7328842368,1186765.6835358804,0.5935874933187202
2021-08-31,1129301.667907943,1199788.9755162175,0.6057274797753113
2021-09-01,1123509.1392538305,1199413.8709638729,0.6125953946497681
2021-09-02,1130493.6107605926,1210376.5832370282,0.6149888769321107
2021-09-03,1133160.3193275928,1216554.4586206954,0.6158949380099331
2021-09-06,1139411.354124571,1220391.3918173919,0.6180022139287693
2021-09-07,1142048.3071192533,1218611.0136009208,0.6188842345925744
2021-09-08,1150426.7238360208,1220205.932399237,0.6216598539638506
2021-09-09,1156432.763946103,1222913.6882010219,0.6236247983715077
2021-09-13,1166426.5680588107,1224211.904128106,0.6268495363369812
