date,symbol,decision
2021-04-22,NATCOPHARM,REDUCE
2021-04-22,NBCC,EXIT
2021-04-22,NCC,EXIT
2021-04-22,NHPC,REDUCE
2021-04-22,NLCINDIA,EXIT
2021-04-22,NH,EXIT
2021-04-22,NESTLEIND,EXIT
2021-04-22,NAM-INDIA,REDUCE
2021-04-22,OBEROIRLTY,REDUCE
2021-04-22,ONGC,REDUCE
2021-04-22,OIL,REDUCE
2021-04-22,OLECTRA,EXIT
2021-04-22,PGEL,EXIT
2021-04-22,PNBHOUSING,EXIT
2021-04-22,PATANJALI,EXIT
2021-04-22,PETRONET,EXIT
2021-04-22,PFIZER,REDUCE
2021-04-22,PHOENIXLTD,EXIT
2021-04-22,PFC,EXIT
2021-04-22,PRESTIGE,REDUCE
2021-04-22,PNB,EXIT
2021-04-22,RBLBANK,EXIT
2021-04-22,RECLTD,EXIT
2021-04-22,RITES,EXIT
2021-04-22,RADICO,EXIT
2021-04-22,RVNL,EXIT
2021-04-22,RKFORGE,EXIT
2021-04-22,RELIANCE,EXIT
2021-04-22,RPOWER,EXIT
2021-04-22,SBICARD,EXIT
2021-04-22,SJVN,REDUCE
2021-04-22,SAMMAANCAP,EXIT
2021-04-22,SCHNEIDER,EXIT
2021-04-22,SCI,EXIT
2021-04-22,SHRIRAMFIN,REDUCE
2021-04-22,SIEMENS,REDUCE
2021-04-22,SBIN,EXIT
2021-04-22,SUMICHEM,EXIT
2021-04-22,SUNTV,EXIT
2021-04-22,SUNDARMFIN,EXIT
2021-04-22,SUPREMEIND,REDUCE
2021-04-22,SUZLON,EXIT
2021-04-22,SWANCORP,EXIT
2021-04-22,TVSMOTOR,EXIT
2021-04-22,TATACOMM,EXIT
2021-04-22,TCS,REDUCE
2021-04-22,TATAINVEST,REDUCE
2021-04-22,TATAPOWER,EXIT
2021-04-22,TTML,EXIT
2021-04-22,TEJASNET,EXIT
2021-04-22,NIACL,EXIT
2021-04-22,TITAGARH,EXIT
2021-04-22,TITAN,REDUCE
2021-04-22,TORNTPHARM,EXIT
2021-04-22,TARIL,EXIT
2021-04-22,TRIDENT,EXIT
2021-04-22,UCOBANK,EXIT
2021-04-22,UNOMINDA,EXIT
2021-04-22,UTIAMC,REDUCE
2021-04-22,ULTRACEMCO,REDUCE
2021-04-22,UNIONBANK,EXIT
2021-04-22,UBL,EXIT
2021-04-22,VBL,EXIT
2021-04-22,IDEA,EXIT
2021-04-22,VOLTAS,REDUCE
2021-04-22,WHIRLPOOL,EXIT
2021-04-22,WOCKPHARMA,REDUCE
2021-04-22,YESBANK,EXIT
2021-04-22,ZEEL,EXIT
2021-04-22,ZENTEC,EXIT
2021-04-22,ZENSARTECH,EXIT
2021-04-23,ANANTRAJ,EXIT
2021-04-23,ENDURANCE,EXIT
2021-04-23,NAUKRI,HOLD
2021-04-23,KEI,HOLD
2021-04-23,NHPC,HOLD
2021-04-23,SHRIRAMFIN,HOLD
2021-04-23,TRENT,EXIT
2021-04-23,WOCKPHARMA,HOLD
2021-04-26,ABCAPITAL,EXIT
2021-04-26,BSOFT,HOLD
2021-04-26,BRITANNIA,EXIT
2021-04-26,CGPOWER,HOLD
2021-04-26,CARBORUNIV,REDUCE
2021-04-26,GESHIP,HOLD
2021-04-26,HCLTECH,REDUCE
2021-04-26,HDFCLIFE,HOLD
2021-04-26,SHRIRAMFIN,REDUCE
2021-04-26,TATACOMM,HOLD
2021-04-26,TECHM,REDUCE
2021-04-27,3MINDIA,EXIT
2021-04-27,BSE,HOLD
2021-04-27,BALKRISIND,HOLD
2021-04-27,MAHABANK,HOLD
2021-04-27,CESC,HOLD
2021-04-27,CANFINHOME,HOLD
2021-04-27,LALPATHLAB,EXIT
2021-04-27,HDFCLIFE,REDUCE
2021-04-27,INDUSTOWER,REDUCE
2021-04-27,JSL,HOLD
2021-04-27,JUBLFOOD,HOLD
2021-04-27,NAM-INDIA,HOLD
2021-04-27,SOLARINDS,REDUCE
2021-04-27,SUPREMEIND,HOLD
2021-04-27,TEJASNET,HOLD
2021-04-28,AAVAS,REDUCE
2021-04-28,ADANIPOWER,HOLD
2021-04-28,ABREL,HOLD
2021-04-28,BHEL,HOLD
2021-04-28,FACT,HOLD
2021-04-28,IRCTC,HOLD
2021-04-28,INDUSTOWER,HOLD
2021-04-28,INDIGO,REDUCE
2021-04-28,MINDACORP,HOLD
2021-04-28,RKFORGE,HOLD
2021-04-28,SIEMENS,HOLD
2021-04-29,BSOFT,REDUCE
2021-04-29,CARBORUNIV,HOLD
2021-04-29,CUB,HOLD
2021-04-29,LALPATHLAB,HOLD
2021-04-29,INDIGO,HOLD
2021-04-29,RADICO,HOLD
2021-04-29,RPOWER,HOLD
2021-04-29,SUMICHEM,HOLD
2021-04-29,SUNDARMFIN,HOLD
2021-04-29,TATACOMM,EXIT
2021-04-29,TRITURBINE,REDUCE
2021-04-30,AMBER,REDUCE
2021-04-30,ASTRAL,EXIT
2021-04-30,CESC,REDUCE
2021-04-30,CASTROLIND,HOLD
2021-04-30,CHENNPETRO,HOLD
2021-04-30,CUB,EXIT
2021-04-30,COLPAL,EXIT
2021-04-30,EIDPARRY,HOLD
2021-04-30,GMDCLTD,HOLD
2021-04-30,GSPL,HOLD
2021-04-30,JINDALSAW,HOLD
2021-04-30,LTTS,HOLD
2021-04-30,MRPL,HOLD
2021-04-30,ONGC,HOLD
2021-04-30,OIL,HOLD
2021-04-30,SUNTV,HOLD
2021-04-30,SYNGENE,REDUCE
2021-04-30,TITAN,HOLD
2021-05-03,AAVAS,HOLD
2021-05-03,ANANTRAJ,HOLD
2021-05-03,CESC,HOLD
2021-05-03,CHENNPETRO,EXIT
2021-05-03,SHREECEM,REDUCE
2021-05-03,TITAN,REDUCE
2021-05-03,TRIDENT,HOLD
2021-05-03,TRITURBINE,HOLD
2021-05-04,BAJFINANCE,REDUCE
2021-05-04,BEL,REDUCE
2021-05-04,BHARATFORG,HOLD
2021-05-04,CHOLAHLDNG,REDUCE
2021-05-04,HFCL,HOLD
2021-05-04,HINDZINC,REDUCE
2021-05-04,JUBLFOOD,REDUCE
2021-05-04,LTTS,REDUCE
2021-05-04,MGL,HOLD
2021-05-04,MOTILALOFS,HOLD
2021-05-04,TEJASNET,EXIT
2021-05-04,VBL,HOLD
2021-05-05,ABREL,REDUCE
2021-05-05,BEL,HOLD
2021-05-05,COCHINSHIP,HOLD
2021-05-05,LALPATHLAB,EXIT
2021-05-05,HONAUT,REDUCE
2021-05-05,JBMA,HOLD
2021-05-05,SIEMENS,REDUCE
2021-05-05,TATAPOWER,HOLD
2021-05-05,TRENT,REDUCE
2021-05-06,AAVAS,REDUCE
2021-05-06,AFFLE,REDUCE
2021-05-06,BSOFT,HOLD
2021-05-06,BLUESTARCO,REDUCE
2021-05-06,CUB,HOLD
2021-05-06,NAUKRI,REDUCE
2021-05-06,JUBLPHARMA,HOLD
2021-05-06,NHPC,REDUCE
2021-05-06,POWERGRID,REDUCE
2021-05-06,SCHAEFFLER,REDUCE
2021-05-06,SCI,HOLD
2021-05-06,SIEMENS,HOLD
2021-05-06,SYNGENE,HOLD
2021-05-06,TVSMOTOR,HOLD
2021-05-06,TATACHEM,EXIT
2021-05-06,TCS,HOLD
2021-05-06,TARIL,HOLD
2021-05-06,TRENT,EXIT
2021-05-06,TRITURBINE,REDUCE
2021-05-07,AMBER,EXIT
2021-05-07,COALINDIA,REDUCE
2021-05-07,LALPATHLAB,HOLD
2021-05-07,GICRE,REDUCE
2021-05-07,HINDZINC,HOLD
2021-05-07,IRCTC,EXIT
2021-05-07,INDUSTOWER,REDUCE
2021-05-07,NAUKRI,EXIT
2021-05-07,INOXWIND,EXIT
2021-05-07,JBMA,REDUCE
2021-05-07,NTPC,REDUCE
2021-05-07,RAMCOCEM,REDUCE
2021-05-10,ASAHIINDIA,REDUCE
2021-05-10,CANFINHOME,EXIT
2021-05-10,CHENNPETRO,HOLD
2021-05-10,CUB,EXIT
2021-05-10,COALINDIA,HOLD
2021-05-10,DIXON,REDUCE
2021-05-10,EMAMILTD,REDUCE
2021-05-10,GRAVITA,HOLD
2021-05-10,HONAUT,EXIT
2021-05-10,IOC,HOLD
2021-05-10,JKCEMENT,REDUCE
2021-05-10,JBMA,HOLD
2021-05-10,MMTC,HOLD
2021-05-10,NTPC,HOLD
2021-05-10,NESTLEIND,REDUCE
2021-05-10,TATACONSUM,REDUCE
2021-05-10,TECHM,HOLD
2021-05-10,VBL,REDUCE
2021-05-11,ANANTRAJ,EXIT
2021-05-11,ASAHIINDIA,HOLD
2021-05-11,BEML,HOLD
2021-05-11,CCL,HOLD
2021-05-11,COCHINSHIP,REDUCE
2021-05-11,LALPATHLAB,EXIT
2021-05-11,ENGINERSIN,HOLD
2021-05-11,HUDCO,HOLD
2021-05-11,INDIACEM,HOLD
2021-05-11,IGL,HOLD
2021-05-11,INOXWIND,HOLD
2021-05-11,NBCC,HOLD
2021-05-11,NHPC,HOLD
2021-05-11,PAGEIND,REDUCE
2021-05-11,SJVN,HOLD
2021-05-11,SUNDARMFIN,REDUCE
2021-05-12,AAVAS,HOLD
2021-05-12,ASTRAL,HOLD
2021-05-12,GVT&D,HOLD
2021-05-12,JPPOWER,HOLD
2021-05-12,MGL,REDUCE
2021-05-12,NESTLEIND,EXIT
2021-05-12,NEULANDLAB,EXIT
2021-05-12,PCBL,REDUCE
2021-05-12,POWERGRID,HOLD
2021-05-12,RECLTD,HOLD
2021-05-12,SHREECEM,EXIT
2021-05-12,TECHM,REDUCE
2021-05-14,BERGEPAINT,HOLD
2021-05-14,CHAMBLFERT,HOLD
2021-05-14,COCHINSHIP,HOLD
2021-05-14,EMAMILTD,HOLD
2021-05-14,GODREJCP,HOLD
2021-05-14,ICICIGI,HOLD
2021-05-14,IRCON,HOLD
2021-05-14,ITC,HOLD
2021-05-14,MFSL,REDUCE
2021-05-14,NESTLEIND,REDUCE
2021-05-14,PCBL,HOLD
2021-05-14,PRESTIGE,EXIT
2021-05-14,RADICO,REDUCE
2021-05-14,SOBHA,EXIT
2021-05-14,SUNDARMFIN,EXIT
2021-05-14,TATACONSUM,HOLD
2021-05-14,TIMKEN,REDUCE
2021-05-14,UBL,HOLD
2021-05-17,AIAENG,HOLD
2021-05-17,ASAHIINDIA,REDUCE
2021-05-17,CONCOR,REDUCE
2021-05-17,CUMMINSIND,REDUCE
2021-05-17,ICICIBANK,REDUCE
2021-05-17,NLCINDIA,HOLD
2021-05-17,PFIZER,HOLD
2021-05-17,SHRIRAMFIN,HOLD
2021-05-18,BAJAJ-AUTO,REDUCE
2021-05-18,BAJFINANCE,HOLD
2021-05-18,CONCOR,HOLD
2021-05-18,ICICIBANK,HOLD
2021-05-18,LINDEINDIA,REDUCE
2021-05-18,RAILTEL,REDUCE
2021-05-18,TITAN,HOLD
2021-05-18,ULTRACEMCO,HOLD
2021-05-19,ADANIGREEN,HOLD
2021-05-19,BAJAJ-AUTO,HOLD
2021-05-19,CHOLAFIN,REDUCE
2021-05-19,DIXON,HOLD
2021-05-19,ITC,REDUCE
2021-05-19,JKCEMENT,HOLD
2021-05-19,NESTLEIND,HOLD
2021-05-19,OBEROIRLTY,HOLD
2021-05-19,SCI,REDUCE
2021-05-19,ULTRACEMCO,REDUCE
2021-05-20,AFFLE,EXIT
2021-05-20,BLUESTARCO,EXIT
2021-05-20,CHOLAFIN,HOLD
2021-05-20,COLPAL,HOLD
2021-05-20,GPIL,EXIT
2021-05-20,INDHOTEL,HOLD
2021-05-20,IGL,REDUCE
2021-05-20,INFY,REDUCE
2021-05-20,JPPOWER,EXIT
2021-05-20,JINDALSTEL,EXIT
2021-05-20,NATCOPHARM,HOLD
2021-05-20,PAGEIND,HOLD
2021-05-20,SAIL,EXIT
2021-05-20,NIACL,HOLD
2021-05-20,UNOMINDA,HOLD
2021-05-20,ULTRACEMCO,HOLD
2021-05-21,APLAPOLLO,REDUCE
2021-05-21,ACE,HOLD
2021-05-21,ANANTRAJ,HOLD
2021-05-21,BLS,HOLD
2021-05-21,GVT&D,EXIT
2021-05-21,GRASIM,REDUCE
2021-05-21,PAGEIND,REDUCE
2021-05-21,TCS,REDUCE
2021-05-24,CHOLAHLDNG,HOLD
2021-05-24,DABUR,REDUCE
2021-05-24,JPPOWER,HOLD
2021-05-24,LICHSGFIN,HOLD
2021-05-24,NH,HOLD
2021-05-24,PAGEIND,HOLD
2021-05-24,SBIN,REDUCE
2021-05-24,TATACONSUM,REDUCE
2021-05-25,DRREDDY,HOLD
2021-05-25,INOXWIND,EXIT
2021-05-25,LINDEINDIA,EXIT
2021-05-25,SBIN,HOLD
2021-05-25,TCS,HOLD
2021-05-25,TATACONSUM,HOLD
2021-05-25,ULTRACEMCO,REDUCE
2021-05-26,AIAENG,REDUCE
2021-05-26,ABREL,HOLD
2021-05-26,CHOLAFIN,REDUCE
2021-05-26,ENDURANCE,HOLD
2021-05-26,FINCABLES,HOLD
2021-05-26,GABRIEL,HOLD
2021-05-26,GPIL,HOLD
2021-05-26,INDIANB,HOLD
2021-05-26,INFY,HOLD
2021-05-26,JUBLFOOD,HOLD
2021-05-26,SCHNEIDER,HOLD
2021-05-27,CUMMINSIND,EXIT
2021-05-27,GICRE,EXIT
2021-05-27,JKCEMENT,REDUCE
2021-05-27,JKTYRE,HOLD
2021-05-27,MGL,HOLD
2021-05-27,RADICO,HOLD
2021-05-27,SOBHA,HOLD
2021-05-27,TIINDIA,REDUCE
2021-05-28,ABB,HOLD
2021-05-28,BANKBARODA,HOLD
2021-05-28,GRASIM,HOLD
2021-05-28,IPCALAB,EXIT
2021-05-28,MFSL,HOLD
2021-05-28,SOLARINDS,HOLD
2021-05-28,WOCKPHARMA,EXIT
2021-05-31,APLAPOLLO,HOLD
2021-05-31,BANKBARODA,EXIT
2021-05-31,CAPLIPOINT,HOLD
2021-05-31,EIHOTEL,HOLD
2021-05-31,GODREJIND,REDUCE
2021-05-31,IEX,REDUCE
2021-05-31,TIMKEN,HOLD
2021-05-31,TITAGARH,HOLD
2021-06-01,AAVAS,REDUCE
2021-06-01,ALKEM,HOLD
2021-06-01,LALPATHLAB,HOLD
2021-06-01,GVT&D,HOLD
2021-06-01,GALLANTT,EXIT
2021-06-01,HINDUNILVR,REDUCE
2021-06-01,PNBHOUSING,HOLD
2021-06-01,TIMKEN,REDUCE
2021-06-02,ELGIEQUIP,REDUCE
2021-06-02,FEDERALBNK,HOLD
2021-06-02,INOXWIND,HOLD
2021-06-02,SAMMAANCAP,HOLD
2021-06-02,TRITURBINE,HOLD
2021-06-03,ASAHIINDIA,HOLD
2021-06-03,CANBK,HOLD
2021-06-03,ELGIEQUIP,HOLD
2021-06-03,IOB,HOLD
2021-06-03,LEMONTREE,HOLD
2021-06-03,MUTHOOTFIN,HOLD
2021-06-03,PNB,HOLD
2021-06-03,RELIANCE,REDUCE
2021-06-03,VOLTAS,HOLD
2021-06-04,BANKBARODA,HOLD
2021-06-04,BANKINDIA,HOLD
2021-06-04,CENTRALBK,HOLD
2021-06-04,HINDCOPPER,EXIT
2021-06-04,J&KBANK,HOLD
2021-06-04,LT,REDUCE
2021-06-04,PHOENIXLTD,HOLD
2021-06-04,RVNL,HOLD
2021-06-04,SUZLON,HOLD
2021-06-07,ASHOKLEY,HOLD
2021-06-07,DMART,HOLD
2021-06-07,IRCTC,HOLD
2021-06-07,JUBLPHARMA,EXIT
2021-06-07,LT,HOLD
2021-06-07,PGEL,HOLD
2021-06-07,TATAINVEST,HOLD
2021-06-07,TTML,HOLD
2021-06-07,VBL,HOLD
2021-06-08,BOSCHLTD,HOLD
2021-06-08,CRISIL,HOLD
2021-06-08,GALLANTT,HOLD
2021-06-08,KAJARIACER,HOLD
2021-06-08,SBICARD,HOLD
2021-06-08,TIINDIA,HOLD
2021-06-08,ZYDUSWELL,REDUCE
2021-06-09,TATACOMM,HOLD
2021-06-10,CROMPTON,HOLD
2021-06-10,LTTS,HOLD
2021-06-10,PFC,HOLD
2021-06-10,SAIL,HOLD
2021-06-10,TRENT,REDUCE
2021-06-11,COROMANDEL,HOLD
2021-06-11,HSCL,HOLD
2021-06-11,NCC,HOLD
2021-06-11,TORNTPHARM,HOLD
2021-06-11,TRENT,HOLD
2021-06-11,ZENSARTECH,HOLD
2021-06-14,ADANIPORTS,REDUCE
2021-06-14,BAJAJHLDNG,HOLD
2021-06-14,HINDCOPPER,HOLD
2021-06-14,JINDALSTEL,HOLD
2021-06-14,MAXHEALTH,HOLD
2021-06-14,POLYMED,EXIT
2021-06-15,ASTERDM,HOLD
2021-06-15,IEX,HOLD
2021-06-15,PNBHOUSING,EXIT
2021-06-15,RITES,HOLD
2021-06-16,ABBOTINDIA,HOLD
2021-06-16,ADANIPORTS,EXIT
2021-06-16,ADANIPOWER,EXIT
2021-06-16,ATGL,EXIT
2021-06-16,BANKINDIA,EXIT
2021-06-16,ELGIEQUIP,REDUCE
2021-06-16,HINDCOPPER,EXIT
2021-06-16,NAUKRI,HOLD
2021-06-16,JMFINANCIL,HOLD
2021-06-16,JINDALSTEL,EXIT
2021-06-16,JWL,HOLD
2021-06-17,ADANIENT,EXIT
2021-06-17,ADANIGREEN,EXIT
2021-06-17,AUROPHARMA,REDUCE
2021-06-17,GMRAIRPORT,HOLD
2021-06-17,GRAPHITE,EXIT
2021-06-17,HINDALCO,REDUCE
2021-06-17,IRB,HOLD
2021-06-17,NCC,EXIT
2021-06-17,NATIONALUM,EXIT
2021-06-17,PAGEIND,REDUCE
2021-06-17,SYNGENE,REDUCE
2021-06-17,UNIONBANK,HOLD
2021-06-17,WELCORP,REDUCE
2021-06-18,ADANIENT,REDUCE
2021-06-18,ASHOKLEY,REDUCE
2021-06-18,AXISBANK,REDUCE
2021-06-18,BANKBARODA,EXIT
2021-06-18,BHEL,EXIT
2021-06-18,BLUEDART,REDUCE
2021-06-18,CANBK,REDUCE
2021-06-18,CENTRALBK,EXIT
2021-06-18,EICHERMOT,REDUCE
2021-06-18,IFCI,HOLD
2021-06-18,IRCON,REDUCE
2021-06-18,PGEL,EXIT
2021-06-18,SCI,EXIT
2021-06-18,SHRIRAMFIN,REDUCE
2021-06-18,SAIL,EXIT
2021-06-18,TIINDIA,REDUCE
2021-06-18,VEDL,REDUCE
2021-06-21,AAVAS,HOLD
2021-06-21,ADANIENT,HOLD
2021-06-21,DEEPAKNTR,REDUCE
2021-06-21,HEG,REDUCE
2021-06-21,SBICARD,REDUCE
2021-06-21,THERMAX,REDUCE
2021-06-22,AXISBANK,HOLD
2021-06-22,BANKBARODA,HOLD
2021-06-22,BATAINDIA,HOLD
2021-06-22,BHEL,HOLD
2021-06-22,BLUEDART,HOLD
2021-06-22,CGPOWER,REDUCE
2021-06-22,CENTRALBK,HOLD
2021-06-22,PGEL,HOLD
2021-06-22,SAIL,HOLD
2021-06-23,ABFRL,HOLD
2021-06-23,BRIGADE,HOLD
2021-06-23,EICHERMOT,HOLD
2021-06-23,IRCON,HOLD
2021-06-23,INTELLECT,REDUCE
2021-06-23,LUPIN,REDUCE
2021-06-23,MARUTI,REDUCE
2021-06-23,SBICARD,EXIT
2021-06-23,SOBHA,REDUCE
2021-06-23,SAIL,EXIT
2021-06-23,SUNPHARMA,REDUCE
2021-06-23,TIMKEN,HOLD
2021-06-24,APOLLOHOSP,REDUCE
2021-06-24,BANKBARODA,EXIT
2021-06-24,BHEL,EXIT
2021-06-24,CANBK,HOLD
2021-06-24,DLF,HOLD
2021-06-24,INDUSINDBK,HOLD
2021-06-24,MGL,REDUCE
2021-06-24,NAVA,EXIT
2021-06-24,SUPREMEIND,REDUCE
2021-06-25,AIAENG,HOLD
2021-06-25,APOLLOHOSP,HOLD
2021-06-25,CHALET,HOLD
2021-06-25,DEEPAKNTR,HOLD
2021-06-25,JSWSTEEL,REDUCE
2021-06-25,KEC,HOLD
2021-06-25,SAIL,HOLD
2021-06-25,THERMAX,HOLD
2021-06-25,UCOBANK,HOLD
2021-06-28,ASHOKLEY,HOLD
2021-06-28,BANKBARODA,HOLD
2021-06-28,GODREJIND,HOLD
2021-06-28,JPPOWER,EXIT
2021-06-28,NATIONALUM,HOLD
2021-06-28,NAVA,HOLD
2021-06-28,RPOWER,EXIT
2021-06-28,SUPREMEIND,HOLD
2021-06-28,TECHM,HOLD
2021-06-28,VEDL,HOLD
2021-06-29,NCC,HOLD
2021-06-29,POLYMED,HOLD
2021-06-29,SUNDARMFIN,HOLD
2021-06-29,THERMAX,REDUCE
2021-06-30,GAIL,REDUCE
2021-06-30,IGL,HOLD
2021-06-30,JPPOWER,HOLD
2021-06-30,OLECTRA,HOLD
2021-06-30,RPOWER,HOLD
2021-06-30,SAMMAANCAP,EXIT
2021-06-30,THERMAX,HOLD
2021-07-01,BBTC,HOLD
2021-07-01,ENGINERSIN,REDUCE
2021-07-01,GAIL,HOLD
2021-07-01,INDUSTOWER,EXIT
2021-07-01,RPOWER,EXIT
2021-07-02,ADANIENT,EXIT
2021-07-02,APOLLOTYRE,HOLD
2021-07-02,MAHABANK,REDUCE
2021-07-02,RELIANCE,HOLD
2021-07-02,SCHAEFFLER,HOLD
2021-07-02,SAIL,EXIT
2021-07-05,BPCL,REDUCE
2021-07-05,POLYMED,REDUCE
2021-07-05,SPLPETRO,REDUCE
2021-07-05,TECHNOE,REDUCE
2021-07-05,TIINDIA,EXIT
2021-07-06,NMDC,EXIT
2021-07-06,POWERGRID,REDUCE
2021-07-06,SAMMAANCAP,HOLD
2021-07-06,SUPREMEIND,REDUCE
2021-07-06,TVSMOTOR,REDUCE
2021-07-06,RAMCOCEM,HOLD
2021-07-06,VOLTAS,REDUCE
2021-07-07,ASTERDM,REDUCE
2021-07-07,COCHINSHIP,REDUCE
2021-07-07,DABUR,HOLD
2021-07-07,GODFRYPHLP,HOLD
